logtime,invtime,surface,time,measure,sample,article,metadata_orig,metadata,sessionN,length,space,subj,setorder,rspan,voc,dependent,articleN,screenN,lineN,segmentN,sample_screen,is_first,is_last,is_second_last,infostatus,definiteness,specificity,animacy,sentience,agentivity,commonness,CLRHST,CLRMST,CLRFUT,CLRHRT,CLRHSL,CLRMSL,CLRFUL,CLRHRL,CLMHST,CLMMST,CLMFUT,CLMHRT,CLMHSL,CLMMSL,CLMFUL,CLMHRL,WLSPSUWA,WLSPSUWB,WLSPSUWC,WLSPSUWD,WLSPLUWA,WLSPLUWB,WLSPLUWC,WLSPLUWD,cbow_norm,cbow_prev,skip_norm,skip_prev,count,count_ave,count_log,count_ave_log,count_ave_kika,bid,did,type_pred,dist_invga,type_ga,dist_invo,type_o,dist_invni,type_ni
2.591064607026499,0.002564102564102564,_,390,1,1,1,8,1,1,5,1,1,1,2,37.1,0,1,2,5,1,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,24,218,2,3,24,232,88.01085707000416,0.5438617936289799,4.767740511057321,0.5420421805942389,653949344,326974672.0,29.284603645601443,28.284603645601443,16.044527413798825,0,1,3,0,6,0.027777777777777776,4,0,3
2.8662873390841948,0.0013605442176870747,_,735,1,1,1,8,1,1,4,1,1,1,2,37.1,1,1,2,5,2,12,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,3,23,215,2,3,25,250,94.79531217497357,0.30128720354392396,4.8199040504287405,0.4094112264670559,86388502,43194251.0,26.364335971838244,25.364335971838244,16.511477003341433,1,2,3,0,1,0.02702702702702703,4,0,3
2.2528530309798933,0.00558659217877095,_,179,1,1,1,9,1,1,4,1,1,1,2,37.1,0,1,3,1,6,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,19,167,1,3,19,178,122.44788675836377,0.27942075827849405,6.486077833635587,0.570808491719778,162843436,54281145.333333336,27.27891032690699,25.693947826185838,16.433906012091423,5,6,1,0,5,0,3,0,3
2.3502480183341627,0.004464285714285714,_,224,1,1,1,9,1,1,5,1,1,1,2,37.1,1,1,3,1,7,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,23,215,1,3,23,229,149.76760083748744,0.34830443169369213,7.740781136479582,0.7360880027985759,1875893560,468973390.0,30.80493082426138,28.80493082426138,18.385727952647425,6,11,1,0,5,0,3,0,3
2.2810333672477277,0.005235602094240838,_,191,1,1,1,9,1,1,3,1,1,1,2,37.1,1,1,3,2,2,13,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,89.1686306098457,0.42070612131684,4.052860646520171,0.5069249881340586,541377055,270688527.5,29.012058502693165,28.012058502693165,17.696480647918325,10,11,1,0,5,0,3,0,3
2.5211380837040362,0.0030120481927710845,_,332,1,1,1,8,1,1,3,1,1,1,2,37.1,1,1,3,5,2,13,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,3,23,210,1,3,23,224,76.6687740568202,0.4284510494190505,4.149496302338203,0.5592508916320712,490113366,245056683.0,28.86854025046803,27.86854025046803,17.227125707941553,1,2,1,0,5,0,3,0,3
2.6794278966121188,0.0020920502092050207,_,478,1,1,1,8,1,1,15,1,1,1,2,37.1,1,1,3,5,3,13,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,15,123,1,2,15,131,175.96899415235433,0.5852615193451676,11.535527680343755,0.6809927710572861,1310386502,218397750.33333334,30.28734525527352,27.70238275455236,16.908896579486576,2,3,3,0,1,0,3,0,3
2.296665190261531,0.005050505050505051,_,198,1,1,1,8,1,1,3,1,1,1,2,37.1,1,1,3,5,4,13,1,1,1,3,2,3,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,15,123,1,2,15,131,79.00477074237436,0.5638728743687956,4.281053967501374,0.7234967784420764,1079325209,539662604.5,30.007482479443397,29.007482479443393,18.164860688112803,3,4,1,0,5,0,3,0,3
2.294466226161593,0.005076142131979695,_,197,1,1,1,8,1,1,4,1,1,1,2,37.1,1,1,3,5,5,13,1,1,2,2,4,4,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,25,233,1,3,25,250,117.58611827524687,0.6226604637673083,6.065367000885561,0.7258619671430706,1388590116,462863372.0,30.370973661454546,28.786011160733395,18.251350425765846,4,5,1,0,5,0,3,0,3
2.3010299956639813,0.005,_,200,1,1,1,8,1,1,7,1,1,1,2,37.1,1,1,3,5,6,13,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,24,3,1,4,25,0.0,0,0.0,0,533687859,133421964.75,28.991420950564297,26.991420950564297,15.468002294759804,5,-1,3,1.0,1,0,3,0,3
2.81424759573192,0.0015337423312883436,_,652,1,1,1,8,1,1,3,1,1,1,2,37.1,0,1,4,1,1,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,41,294,1,5,41,315,109.71147149314754,0,5.1175577910345655,0,46626038,23313019.0,25.474632507558677,24.474632507558677,15.9285905497848,0,1,1,0,5,0,3,0,3
2.9698816437465,0.0010718113612004287,_,933,1,1,1,8,1,1,3,1,1,1,2,37.1,1,1,4,1,2,14,1,1,1,2,4,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,41,295,1,5,41,316,76.48214588986976,0.39096102465093135,5.364968598929625,0.6397155151433956,700844900,350422450.0,29.384519964021298,28.384519964021298,15.630105003238896,1,2,1,0,5,0,3,0,3
2.305351369446624,0.0049504950495049506,_,202,1,1,1,8,1,1,3,1,1,1,2,37.1,1,1,4,1,3,14,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,3,19,147,2,3,19,157,27.841911881333047,0.35614804202148465,3.4831145476279173,0.4658087031606314,98562,98562.0,16.588743910752786,16.588743910752786,11.498441070769255,2,3,3,0,1,0,3,1.0,1
2.5550944485783194,0.002785515320334262,_,359,1,1,1,8,1,1,6,1,1,1,2,37.1,2,1,4,1,9,14,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,23,215,2,3,20,200,191.20144710259567,0.27595329582069555,9.797295475836531,0.5531003105708128,597650288,119530057.6,29.154726304809444,26.832798209922082,16.448866291456078,8,-1,3,1.0,1,0.25,4,0,3
2.294466226161593,0.005076142131979695,_,197,1,1,1,9,1,1,5,1,1,1,2,37.1,1,1,4,2,2,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,133,1,2,17,142,116.76380063541697,0.12001936157838466,5.785786560304081,0.5573253054526505,1238634526,412878175.3333333,30.206103419747237,28.62114091902608,18.020908680198374,1,2,1,0,5,0,3,0,3
2.7209857441537393,0.0019011406844106464,_,526,1,1,1,9,1,1,5,1,1,1,2,37.1,2,1,4,2,8,14,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,19,144,2,3,19,154,103.0661967868357,0.29739705196905775,5.970471891966045,0.4937621449760238,507851843,169283947.66666666,28.91983243612705,27.33486993540589,16.703646131723108,7,-1,3,0.5,1,0,3,0,3
2.6263403673750423,0.002364066193853428,_,423,1,1,1,9,1,1,7,1,1,1,2,37.1,0,1,4,3,1,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,20,176,1,2,17,145,94.60558726799098,0.2803460833845628,6.669917174002302,0.4988435147221119,503213252,167737750.66666666,28.9065946748434,27.321632174122243,15.74287152854908,0,1,1,0,5,0,3,0,3
2.113943352306837,0.007692307692307693,_,130,1,1,1,9,1,1,5,1,1,1,2,37.1,2,1,4,3,4,14,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,3,19,175,2,3,19,186,160.06288762641728,0.37971834077743377,7.046154173144374,0.5558457550469867,1878817213,469704303.25,30.807177570171703,28.807177570171703,18.94079055364723,3,5,3,0.01098901098901099,6,0.5,1,0,3
2.6414741105040993,0.00228310502283105,_,438,1,1,1,9,1,1,8,1,1,1,2,37.1,0,1,4,4,5,14,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,2,1,1,1,4,1,1,1,3,1,2,11,2,3,20,187,147.41582738602358,0.21080902939999208,8.301207997414043,0.5420049771441183,139337492,34834373.0,27.054008260001428,25.054008260001435,15.99190107054895,4,5,3,0.01020408163265306,6,0,3,0,3
2.404833716619938,0.003937007874015748,_,254,1,1,1,8,1,1,3,1,1,1,2,37.1,1,1,4,5,2,14,1,1,2,2,4,4,3,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,19,158,1,3,19,168,112.13910601330566,0.5204674773040445,4.83030793261095,0.5214226133076636,453659425,226829712.5,28.757034390863872,27.75703439086387,17.19939686686853,10,11,1,0,5,0,3,0,3
2.69284691927723,0.002028397565922921,_,493,1,1,1,9,1,1,4,1,1,1,2,37.1,0,1,5,1,1,15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,82,1,1,8,87,128.16119469379257,0,5.918622720567461,0,298192610,99397536.66666667,28.151669263371964,26.566706762650806,17.698581651346867,0,2,1,0,5,0,3,0,3
2.788168371141168,0.0016286644951140066,_,614,1,1,1,9,1,1,5,1,1,1,2,37.1,0,1,5,1,2,15,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,110,1,2,11,116,117.70595868026152,0.5619262569429517,5.499959637669767,0.7486823758693932,981552466,327184155.3333333,29.870490143871365,28.28552764315021,18.514870591083234,1,2,1,0,5,0,3,0,3
2.376576957056512,0.004201680672268907,_,238,1,1,1,9,1,1,14,1,1,1,2,37.1,2,1,5,1,3,15,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,19,159,2,1,2,11,376.2691203740531,0.7333153179480707,18.400822777676375,0.8169698169353207,3072704781,279336798.27272725,31.51686201647622,28.057430397838925,18.282550154659745,2,-1,3,0.125,6,0,3,0,3
2.741151598851785,0.0018148820326678765,_,551,1,1,1,8,1,1,7,1,1,1,2,37.1,1,1,5,2,2,15,1,1,1,3,2,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,106,1,1,10,111,185.84471499347086,0.5858460297361198,9.113599446284725,0.7140813351075253,2105041911,421008382.2,30.97120181135866,28.6492737164713,18.56286410220845,1,4,1,0,5,0,3,0,3
2.1789769472931693,0.006622516556291391,_,151,1,1,1,9,1,1,8,1,1,1,2,37.1,0,1,5,2,3,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,20,176,1,2,14,128,183.31549334204837,0.38311091335136216,9.696508278851697,0.7794447863684743,1404053931,280810786.2,30.386951205933528,28.065023111046166,17.862437404190665,2,3,1,0,5,0,3,0,3
1.6020599913279625,0.025,_,40,1,1,1,8,1,1,5,1,1,1,2,37.1,0,1,5,3,2,15,1,1,2,3,2,3,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,15,123,1,2,15,131,92.32559312035713,0.3855607760034876,6.878090860916124,0.6548919057969209,542841416,180947138.66666666,29.0159555542448,27.430993053523643,15.972496462986415,1,2,1,0,5,0,3,0,3
2.100370545117563,0.007936507936507936,_,126,1,1,1,8,1,1,9,1,1,1,2,37.1,2,1,5,3,3,15,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,26,248,2,3,20,187,252.47452648758076,0.3601831982002686,12.493964408050648,0.6223554321153262,2371112171,338730310.14285713,31.142916768479544,28.335561846421935,18.27790829366966,2,-1,3,1.0,1,0,3,0,3
2.436162647040756,0.003663003663003663,_,273,1,1,1,8,1,1,3,1,1,1,2,37.1,0,1,5,4,5,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,7,79,3,1,7,84,34.702570214549105,0.2665366381400738,2.9720133483563167,0.4742238428637957,4727340,4727340.0,22.172597199342086,22.172597199342086,15.368873234415306,4,6,1,0,5,0,3,0,3
2.0453229787866576,0.009009009009009009,_,111,1,1,1,9,1,1,8,1,1,1,2,37.1,0,1,5,4,6,15,1,1,2,3,2,3,3,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,20,176,1,3,20,187,194.92297740965597,0.1584388253340034,9.709407433783245,0.45066349286724283,782047012,156409402.4,29.542680095455868,27.220752000568506,17.689275535050353,5,6,1,0,5,0,3,0,3
2.3096301674258988,0.004901960784313725,_,204,1,1,1,8,1,1,2,1,1,1,2,37.1,1,1,5,5,2,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,88,1,1,8,93,67.04950409190089,0.19307064359548987,2.638270830065055,0.36360320027355353,29145386,29145386.0,24.796764172961737,24.796764172961737,17.187807173498292,1,2,1,0,5,0,3,0,3
2.673941998634088,0.00211864406779661,_,472,1,1,1,8,1,1,3,1,1,1,2,37.1,0,1,6,1,1,16,2,1,1,3,2,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,134,1,2,17,143,95.97436209074917,0,4.76567296517495,0,705060193,352530096.5,29.393171188859405,28.3931711888594,17.817312798272503,0,1,1,0,5,0,3,0,3
2.4082399653118496,0.00390625,_,256,1,1,1,9,1,1,5,1,1,1,2,37.1,0,1,6,1,4,16,1,1,1,3,2,3,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,110,1,2,11,116,111.73481301252994,0.374733143234791,5.806775472462063,0.7056793103861585,659179420,219726473.33333334,29.296095960468,27.711133459746843,18.02799969937956,3,6,1,0,5,0,3,0,3
2.315970345456918,0.004830917874396135,_,207,1,1,1,8,1,1,5,1,1,1,2,37.1,1,1,6,2,1,16,2,2,1,3,2,3,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,15,123,1,2,15,131,93.07575798636815,0.003124251190036686,7.298697020236055,0.5529928254007629,12334416,4111472.0,23.55618607390313,21.971223573181973,14.502889824570588,10,-1,3,1.0,1,0,3,0,3
2.250420002308894,0.0056179775280898875,_,178,1,1,1,8,1,1,2,1,1,1,2,37.1,1,1,6,3,6,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,75,1,1,7,80,92.01713021777945,0.39529178003177234,3.866269819458109,0.6568385493262728,1091042975,545521487.5,30.023060782960627,29.023060782960627,18.730349531356715,5,6,1,0,5,0,3,0,3
2.292256071356476,0.00510204081632653,_,196,1,1,1,8,1,1,3,1,1,1,2,37.1,2,1,6,3,7,16,1,1,1,2,2,3,3,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,37,1,1,6,40,97.16233886592735,0.3727415321964775,5.500216921358092,0.446346592368649,451894985,225947492.5,28.75141230558386,27.751412305583855,15.956020643140072,6,7,1,0,5,0,3,0,3
2.450249108319361,0.0035460992907801418,_,282,1,1,1,8,1,1,3,1,1,1,2,37.1,1,1,6,3,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,19,158,2,3,19,168,91.04252071790538,0.3097200422550415,3.915996535577029,0.391332875076764,713376352,356688176.0,29.41008815121734,28.410088151217337,18.35787717250892,7,8,3,0.02127659574468085,6,1.0,1,0,3
2.3820170425748683,0.004149377593360996,_,241,1,1,1,8,1,1,3,1,1,1,2,37.1,1,1,6,3,9,16,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,7,63,1,1,7,68,87.67939086144675,0.5039326403084108,4.370231788925802,0.5748761819456735,854591991,427295995.5,29.670660555641998,28.670660555642,17.924751460044387,8,12,1,0,5,0,3,0,3
1.4913616938342726,0.03225806451612903,_,31,1,1,1,9,1,1,4,1,1,1,2,37.1,0,1,6,3,10,16,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,110.36149649792108,0.46665243697957265,5.542777935477666,0.6392160374415716,826935587,275645195.6666667,29.623199716143773,28.03823721542262,18.316253221739498,9,11,1,0,5,0,3,0,3
2.404833716619938,0.003937007874015748,_,254,1,1,1,9,1,1,9,1,1,1,2,37.1,2,1,6,4,2,16,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,2,1,1,1,4,1,1,1,2,3,26,248,2,3,19,169,361.99128651487973,0.3552289050233852,14.30769919136106,0.5015188707974212,2492269793,311533724.125,31.214813105315674,28.214813105315677,18.86279787605576,11,12,3,0.08333333333333333,6,0,3,0,3
1.9138138523837167,0.012195121951219513,_,82,1,1,1,8,1,1,5,1,1,1,2,37.1,2,1,6,4,3,16,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,23,215,2,3,19,159,105.75279891624038,0.19935500756876476,7.848453922511892,0.6586562758499072,271220148,67805037.0,28.014889114343063,26.014889114343063,16.85087540371578,12,-1,3,0.019230769230769232,6,0,3,0.07692307692307693,4
2.0453229787866576,0.009009009009009009,_,111,1,1,1,9,1,1,6,1,1,1,2,37.1,1,1,7,1,3,17,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,6,1,1,1,2,1,1,1,6,1,2,1,3,13,2,1,3,13,181.21174879783706,0.42336174782943536,7.248904512060331,0.6933064627208892,1452494191,363123547.75,30.435885247817613,28.435885247817613,18.568679958905527,2,12,3,1.0,1,0,3,0,3
2.462397997898956,0.0034482758620689655,_,290,1,1,1,9,1,1,3,1,1,1,2,37.1,0,1,7,1,4,17,1,1,1,3,2,3,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,110,1,2,11,116,141.59105651447442,0.6407924046907736,5.484113881879582,0.8265474123293011,1424970551,474990183.6666667,30.408284958270468,28.82332245754931,19.369242656731803,3,12,1,0,5,0,3,0,3
2.3010299956639813,0.005,_,200,1,1,1,9,1,1,3,1,1,1,2,37.1,0,1,7,1,5,17,1,1,1,3,2,3,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,110,1,2,11,116,75.55095261089737,0.7518303434147386,4.029927946736212,0.7538466781798472,1077254781,538627390.5,30.004712355321246,29.004712355321242,17.93319219572501,4,5,1,0,5,0,3,0,3
2.5118833609788744,0.003076923076923077,_,325,1,1,1,2,2,1,4,1,1,1,2,37.1,1,1,7,3,2,17,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,14,121,1,2,14,129,0.0,0,0.0,0,74159070,37079535.0,26.144119816012076,25.14411981601208,13.776918886454094,1,-1,1,0,5,0,3,0,3
2.978180516937414,0.0010515247108307045,_,951,1,1,5,14,6,1,9,1,1,1,2,37.1,0,2,1,1,1,18,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,26,241,1,3,26,259,159.0260234274692,0,15.31015050297914,0,2230624,446124.8,21.089015918831148,18.767087823943786,12.42262447274803,0,-1,1,0,5,0,3,0,3
3.053462604925455,0.0008841732979664014,_,1131,1,1,5,14,1,1,8,1,1,1,2,37.1,0,2,1,2,1,18,2,1,2,2,2,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,35,280,1,4,35,302,169.2238221364535,0.26893392712628283,11.956690638407427,0.6152208660968755,296796981,59359396.2,28.144901176130123,25.82297308124276,15.401723697396694,0,1,1,0,5,0,3,0,3
2.8920946026904804,0.001282051282051282,_,780,1,1,5,14,1,1,7,1,1,1,2,37.1,1,2,1,2,2,18,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,35,280,1,1,10,112,140.11932474971485,0.3131650148480893,10.189524732105243,0.6934378183460663,219963440,43992688.0,27.71268851324063,25.390760418353267,16.00154663874988,1,-1,1,0,5,0,3,0,3
2.8457180179666586,0.0014265335235378032,_,701,1,1,5,14,1,1,6,1,1,1,2,37.1,0,2,1,3,1,18,2,1,1,2,2,3,3,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,18,152,164.44778594493815,0.1958719070415789,9.923556873539571,0.6113668440579489,544586545,136146636.25,29.020586097518855,27.02058609751885,15.753746247424392,0,1,1,0,5,0,3,0,3
2.113943352306837,0.007692307692307693,_,130,1,1,5,14,1,1,6,1,1,1,2,37.1,3,2,1,3,7,18,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,3,26,246,1,3,26,264,196.04315542654567,0.5790485246241353,9.517486132896346,0.6605871265553217,2650257307,530051461.4,31.303485288194967,28.981557193307605,18.424721701040138,6,9,3,1.0,1,0,3,0,3
2.3404441148401185,0.0045662100456621,_,219,1,1,5,14,1,1,8,1,1,1,2,37.1,0,2,1,4,1,18,2,1,1,3,2,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,35,280,1,4,35,302,222.04003330906698,-0.052342509937076495,13.148582612334119,0.5098931823403295,42503171,8500634.2,25.341067143469328,23.019139048581966,14.758995972309242,7,8,1,0,5,0,3,0,3
